Name,Lat,Lon,Cluster
GP_1384,46.75,82.75,1
GP_1385,54.25,83.5,1
GP_1386,53.25,83.75,1
GP_1387,56.25,84.0,1
GP_1388,60.5,84.0,1
GP_1389,55.25,84.5,1
GP_139,48.0,-112.75,11
GP_1390,52.25,87.25,1
GP_1391,65.25,88.0,1
GP_1392,54.25,89.5,2
GP_1393,58.5,89.5,1
GP_1394,61.0,89.5,1
GP_1395,61.5,90.25,1
GP_1396,56.75,90.5,1
GP_1397,55.5,91.5,2
GP_1398,54.5,92.0,2
GP_1399,57.5,92.25,1
GP_14,45.75,-112.5,10
GP_140,43.25,-110.25,10
GP_1400,58.0,93.0,1
GP_1401,57.0,93.0,1
GP_1402,56.5,93.25,1
GP_1403,57.0,95.25,1
GP_1404,55.5,95.5,2
GP_1405,56.5,98.5,1
GP_1406,64.25,100.0,1
GP_1407,55.5,101.0,2
GP_1408,59.0,101.0,1
GP_1409,53.0,102.0,2
GP_141,39.25,-109.5,12
GP_1410,68.5,102.25,1
GP_1411,58.0,102.75,2
GP_1412,77.5,104.25,1
GP_1413,55.5,105.5,2
GP_1414,51.5,105.75,2
GP_1415,59.25,106.25,1
GP_1416,56.25,107.75,2
GP_1417,61.25,108.0,1
GP_1418,55.0,110.0,2
GP_1419,58.75,111.25,1
GP_142,38.5,-119.75,10
GP_1420,54.25,112.0,2
GP_1421,63.0,112.25,1
GP_1422,68.0,112.5,1
GP_1423,58.75,113.0,1
GP_1424,54.5,113.0,2
GP_1425,70.25,114.0,1
GP_1426,66.25,114.25,1
GP_1427,51.5,114.5,2
GP_1428,53.0,117.5,2
GP_1429,63.25,118.25,1
GP_143,38.75,-120.0,10
GP_1430,53.25,121.5,2
GP_1431,68.75,124.0,2
GP_1432,52.75,126.0,2
GP_1433,70.75,127.5,2
GP_1434,51.5,128.75,2
GP_1435,56.25,131.25,2
GP_1436,44.0,131.25,2
GP_1437,45.0,133.0,2
GP_1438,45.0,133.5,2
GP_1439,44.25,134.0,2
GP_144,44.75,-118.0,10
GP_1440,43.5,134.25,2
GP_1441,47.0,134.25,2
GP_1442,53.0,136.0,2
GP_1443,55.0,137.75,2
GP_1444,51.5,140.75,2
GP_1445,52.25,141.75,2
GP_1446,51.5,142.0,2
GP_1447,49.0,142.0,2
GP_1448,50.0,142.25,2
GP_1449,51.25,142.75,2
GP_145,37.75,-108.0,12
GP_1450,51.75,143.0,2
GP_1451,50.5,143.5,2
GP_1452,70.5,148.0,2
GP_1453,65.75,151.0,2
GP_1454,53.0,158.75,2
GP_1455,64.0,159.0,2
GP_1456,69.5,162.25,2
GP_1457,56.25,162.5,2
GP_1458,64.25,164.5,2
GP_1459,62.75,179.25,2
GP_146,46.75,-116.0,10
GP_1460,51.25,-114.5,11
GP_1461,50.75,-114.25,11
GP_1462,50.75,-114.5,11
GP_1463,50.0,-111.75,11
GP_1464,50.75,-120.5,10
GP_1465,49.75,-119.5,10
GP_1466,49.75,-124.25,10
GP_1467,50.5,-119.25,10
GP_1468,49.25,-122.75,10
GP_1469,49.75,-97.0,11
GP_147,40.75,-107.0,11
GP_1470,49.5,-96.75,11
GP_1471,49.75,-100.5,11
GP_1472,49.25,-100.5,11
GP_1473,50.0,-97.5,11
GP_1474,49.25,-96.5,11
GP_1475,49.5,-99.25,11
GP_1476,45.5,-65.75,11
GP_1477,45.25,-67.25,11
GP_1478,46.0,-66.0,11
GP_1479,45.75,-66.25,11
GP_148,43.0,-109.75,10
GP_1480,45.25,-67.0,11
GP_1481,46.25,-64.75,11
GP_1482,47.25,-68.25,11
GP_1483,47.75,-65.0,11
GP_1484,47.5,-65.0,11
GP_1485,45.0,-67.0,12
GP_1486,45.5,-66.0,11
GP_1487,45.75,-66.5,11
GP_1488,47.5,-53.0,11
GP_1489,47.75,-54.0,11
GP_149,48.5,-114.0,10
GP_1490,47.0,-53.5,11
GP_1491,49.25,-55.5,11
GP_1492,49.25,-55.0,11
GP_1493,48.25,-58.75,11
GP_1494,51.25,-56.0,11
GP_1495,46.0,-64.0,11
GP_1496,44.75,-63.5,11
GP_1497,45.75,-63.5,11
GP_1498,44.75,-63.75,11
GP_1499,45.0,-63.5,11
GP_15,36.5,-106.25,12
GP_150,45.5,-118.5,10
GP_1500,45.75,-63.0,11
GP_1501,43.75,-65.25,11
GP_1502,44.75,-64.0,11
GP_1503,45.25,-62.75,11
GP_1504,45.25,-63.5,11
GP_1505,46.75,-60.5,11
GP_1506,44.5,-64.25,11
GP_1507,45.75,-62.0,11
GP_1508,68.25,-133.75,9
GP_1509,43.25,-80.5,12
GP_151,42.25,-111.5,10
GP_1510,42.5,-82.25,12
GP_1511,42.5,-82.0,12
GP_1512,47.5,-79.75,11
GP_1513,45.5,-76.0,11
GP_1514,43.5,-80.5,12
GP_1515,42.5,-81.75,12
GP_1516,42.25,-82.75,12
GP_1517,41.25,-83.5,12
GP_1518,42.25,-82.25,12
GP_1519,45.25,-75.0,11
GP_152,44.75,-109.75,11
GP_1520,44.5,-80.5,12
GP_1521,43.25,-80.25,12
GP_1522,46.25,-82.75,11
GP_1523,46.25,-64.5,11
GP_1524,46.25,-63.0,11
GP_1525,45.5,-73.75,11
GP_1526,48.25,-69.5,11
GP_1527,45.25,-74.25,11
GP_1528,47.5,-79.5,11
GP_1529,51.5,-108.0,11
GP_153,39.0,-120.0,10
GP_1530,55.5,-108.0,11
GP_1531,51.25,-106.5,11
GP_1532,53.5,-105.75,11
GP_1533,52.5,-106.5,11
GP_1534,49.5,-102.0,11
GP_1535,42.75,-103.0,11
GP_1536,41.0,-96.0,12
GP_1537,61.25,-149.75,9
GP_1538,61.5,-149.5,9
GP_1539,61.25,-149.5,9
GP_154,41.0,-111.75,10
GP_1540,65.0,-148.0,9
GP_1541,65.0,-147.75,9
GP_1542,64.75,-147.75,9
GP_1543,60.5,-151.0,9
GP_1544,59.5,-135.25,9
GP_1545,34.0,-86.5,12
GP_1546,30.5,-87.5,12
GP_1547,34.25,-87.0,12
GP_1548,34.75,-86.25,12
GP_1549,34.75,-87.5,12
GP_155,38.75,-111.75,10
GP_1550,34.75,-86.75,12
GP_1551,35.0,-87.0,12
GP_1552,34.75,-87.0,12
GP_1553,30.5,-88.25,12
GP_1554,30.75,-88.0,12
GP_1555,34.75,-86.5,12
GP_1556,34.5,-86.5,12
GP_1557,35.0,-86.5,12
GP_1558,35.0,-86.75,12
GP_1559,34.5,-87.0,12
GP_156,41.75,-116.0,10
GP_1560,32.25,-85.25,12
GP_1561,33.5,-86.25,12
GP_1562,33.25,-86.25,12
GP_1563,33.25,-87.5,12
GP_1564,33.75,-87.25,12
GP_1565,36.5,-94.25,12
GP_1566,35.5,-94.25,12
GP_1567,36.5,-93.25,12
GP_1568,36.25,-93.5,12
GP_1569,35.5,-93.25,12
GP_157,42.75,-118.75,10
GP_1570,35.0,-92.0,12
GP_1571,35.25,-93.25,12
GP_1572,34.75,-92.5,12
GP_1573,35.75,-92.75,12
GP_1574,34.25,-111.25,10
GP_1575,33.5,-112.0,10
GP_1576,34.75,-110.0,12
GP_1577,32.25,-111.25,10
GP_1578,34.5,-112.5,10
GP_1579,38.5,-120.5,10
GP_158,47.5,-121.0,10
GP_1580,38.0,-122.25,10
GP_1581,38.25,-120.25,10
GP_1582,38.75,-120.5,10
GP_1583,34.75,-119.0,10
GP_1584,34.75,-119.25,10
GP_1585,33.75,-118.25,10
GP_1586,41.0,-121.25,10
GP_1587,37.5,-119.75,10
GP_1588,36.5,-121.75,10
GP_1589,39.25,-121.0,10
GP_159,45.0,-110.0,11
GP_1590,39.0,-121.25,10
GP_1591,40.5,-122.25,10
GP_1592,37.5,-122.25,10
GP_1593,34.25,-117.0,10
GP_1594,39.75,-105.0,12
GP_1595,40.0,-105.0,12
GP_1596,40.0,-104.75,12
GP_1597,39.75,-104.75,12
GP_1598,40.0,-104.0,12
GP_1599,37.75,-106.0,12
GP_16,41.0,-107.25,11
GP_160,40.75,-110.5,10
GP_1600,37.5,-105.75,12
GP_1601,37.5,-106.0,12
GP_1602,39.5,-104.75,12
GP_1603,39.5,-104.5,12
GP_1604,39.5,-105.0,12
GP_1605,39.5,-104.25,12
GP_1606,37.0,-107.0,12
GP_1607,40.0,-105.25,12
GP_1608,40.25,-105.0,12
GP_1609,40.25,-105.25,12
GP_161,48.75,-113.75,10
GP_1610,39.5,-105.5,12
GP_1611,38.5,-106.0,12
GP_1612,38.75,-106.0,12
GP_1613,39.0,-106.25,12
GP_1614,38.25,-105.5,12
GP_1615,39.25,-104.75,12
GP_1616,39.25,-105.0,12
GP_1617,38.75,-107.75,12
GP_1618,38.75,-108.0,12
GP_1619,39.0,-107.5,12
GP_162,42.0,-111.5,10
GP_1620,39.75,-106.75,12
GP_1621,39.25,-104.0,12
GP_1622,39.0,-104.5,12
GP_1623,39.0,-104.75,12
GP_1624,38.75,-104.75,12
GP_1625,38.75,-104.5,12
GP_1626,38.5,-105.25,12
GP_1627,39.5,-107.75,12
GP_1628,39.5,-107.25,12
GP_1629,39.5,-107.5,12
GP_163,33.75,-109.0,12
GP_1630,39.5,-108.0,12
GP_1631,38.75,-107.0,12
GP_1632,38.5,-106.75,12
GP_1633,38.25,-107.5,12
GP_1634,38.25,-107.25,12
GP_1635,40.0,-106.0,12
GP_1636,37.5,-104.75,12
GP_1637,37.75,-105.25,12
GP_1638,37.75,-105.0,12
GP_1639,37.5,-105.0,12
GP_164,46.5,-112.25,10
GP_1640,39.75,-105.25,12
GP_1641,39.5,-105.25,12
GP_1642,39.25,-105.25,12
GP_1643,41.0,-106.5,11
GP_1644,40.75,-106.25,11
GP_1645,39.25,-103.0,12
GP_1646,39.25,-102.5,12
GP_1647,37.25,-104.5,12
GP_1648,37.25,-103.5,12
GP_1649,37.25,-104.75,12
GP_165,35.0,-111.75,10
GP_1650,39.25,-106.25,12
GP_1651,37.25,-108.0,12
GP_1652,37.25,-107.75,12
GP_1653,40.5,-105.0,12
GP_1654,40.75,-105.0,11
GP_1655,40.75,-105.25,11
GP_1656,40.5,-105.25,12
GP_1657,40.5,-105.5,12
GP_1658,40.75,-105.5,11
GP_1659,41.0,-105.25,11
GP_166,44.0,-114.75,10
GP_1660,39.0,-108.5,12
GP_1661,39.0,-108.75,12
GP_1662,39.25,-108.0,12
GP_1663,40.25,-103.75,12
GP_1664,38.5,-108.0,12
GP_1665,38.5,-107.75,12
GP_1666,38.25,-107.75,12
GP_1667,37.5,-108.5,12
GP_1668,37.25,-108.5,12
GP_1669,38.0,-103.5,12
GP_167,43.75,-114.75,10
GP_1670,40.5,-102.25,12
GP_1671,40.5,-102.0,12
GP_1672,39.25,-105.75,12
GP_1673,39.0,-105.75,12
GP_1674,39.0,-105.25,12
GP_1675,39.25,-105.5,12
GP_1676,38.25,-104.75,12
GP_1677,38.25,-104.5,12
GP_1678,38.0,-104.75,12
GP_1679,38.25,-102.75,12
GP_168,36.25,-105.5,12
GP_1680,40.0,-108.0,12
GP_1681,40.0,-108.75,12
GP_1682,37.75,-106.75,12
GP_1683,37.5,-106.25,12
GP_1684,37.75,-106.25,12
GP_1685,40.5,-107.25,12
GP_1686,38.25,-106.0,12
GP_1687,38.75,-105.25,12
GP_1688,40.25,-103.0,12
GP_1689,40.5,-104.75,12
GP_169,43.5,-114.0,10
GP_1690,40.5,-104.5,12
GP_1691,40.25,-104.75,12
GP_1692,40.5,-104.25,12
GP_1693,41.0,-104.25,11
GP_1694,40.0,-104.5,12
GP_1695,40.0,-104.25,12
GP_1696,39.5,-102.75,12
GP_1697,40.25,-102.25,12
GP_1698,40.0,-102.25,12
GP_1699,39.5,-102.5,12
GP_17,44.5,-113.0,10
GP_170,42.5,-111.25,10
GP_1700,41.0,-73.5,12
GP_1701,41.5,-73.25,12
GP_1702,41.75,-72.5,12
GP_1703,41.75,-72.75,12
GP_1704,41.5,-72.75,12
GP_1705,41.75,-73.0,12
GP_1706,42.0,-72.75,12
GP_1707,42.0,-73.0,12
GP_1708,42.25,-73.5,12
GP_1709,42.5,-73.5,12
GP_171,44.0,-115.25,10
GP_1710,41.5,-72.0,12
GP_1711,39.0,-77.0,12
GP_1712,39.0,-75.5,12
GP_1713,39.5,-75.75,12
GP_1714,39.75,-75.75,12
GP_1715,38.75,-75.5,12
GP_1716,30.25,-81.5,12
GP_1717,27.0,-82.25,12
GP_1718,29.0,-81.25,12
GP_1719,32.0,-81.25,12
GP_172,43.25,-110.5,10
GP_1720,33.5,-84.75,12
GP_1721,33.75,-84.75,12
GP_1722,34.5,-84.25,12
GP_1723,33.75,-84.0,12
GP_1724,33.5,-84.25,12
GP_1725,31.25,-83.25,12
GP_1726,35.0,-83.5,12
GP_1727,31.5,-82.0,12
GP_1728,42.5,-91.75,12
GP_1729,42.5,-92.5,12
GP_173,44.25,-110.75,10
GP_1730,42.5,-92.25,12
GP_1731,42.0,-94.0,12
GP_1732,41.75,-93.75,12
GP_1733,42.0,-92.0,12
GP_1734,43.25,-93.25,11
GP_1735,42.75,-95.75,12
GP_1736,42.75,-95.5,12
GP_1737,41.75,-90.5,12
GP_1738,42.0,-90.75,12
GP_1739,42.0,-95.0,12
GP_174,49.0,-114.75,10
GP_1740,41.5,-94.75,12
GP_1741,43.25,-95.0,11
GP_1742,41.0,-91.25,12
GP_1743,42.5,-91.5,12
GP_1744,43.0,-91.75,11
GP_1745,42.75,-92.0,12
GP_1746,43.0,-93.75,11
GP_1747,43.0,-93.5,11
GP_1748,41.75,-95.75,12
GP_1749,41.75,-96.0,12
GP_175,43.5,-107.25,11
GP_1750,41.0,-91.5,12
GP_1751,42.0,-90.25,12
GP_1752,42.0,-91.0,12
GP_1753,41.75,-91.5,12
GP_1754,41.5,-93.0,12
GP_1755,41.25,-92.25,12
GP_1756,42.0,-91.75,12
GP_1757,42.0,-91.5,12
GP_1758,41.25,-94.0,12
GP_1759,41.25,-92.5,12
GP_176,46.5,-121.25,10
GP_1760,41.5,-93.75,12
GP_1761,42.5,-96.0,12
GP_1762,41.75,-95.25,12
GP_1763,41.5,-90.5,12
GP_1764,43.0,-96.0,11
GP_1765,40.75,-91.75,12
GP_1766,41.0,-92.5,12
GP_1767,43.5,-116.25,10
GP_1768,43.5,-116.5,10
GP_1769,43.75,-116.5,10
GP_177,40.5,-115.5,10
GP_1770,43.0,-112.5,10
GP_1771,42.75,-112.25,10
GP_1772,42.25,-111.25,10
GP_1773,48.25,-116.5,10
GP_1774,48.5,-116.25,10
GP_1775,48.5,-116.75,10
GP_1776,48.0,-116.0,10
GP_1777,43.75,-113.25,10
GP_1778,42.5,-111.75,10
GP_1779,46.5,-116.25,10
GP_178,43.5,-110.25,10
GP_1780,43.75,-116.75,10
GP_1781,46.0,-116.0,10
GP_1782,46.25,-116.0,10
GP_1783,45.5,-116.25,10
GP_1784,47.75,-116.75,10
GP_1785,46.75,-117.0,10
GP_1786,47.0,-117.0,10
GP_1787,43.75,-111.75,10
GP_1788,46.25,-117.0,10
GP_1789,42.75,-113.0,10
GP_179,47.25,-120.5,10
GP_1790,42.5,-114.75,10
GP_1791,39.75,-91.25,12
GP_1792,40.0,-91.25,12
GP_1793,42.25,-88.75,12
GP_1794,41.25,-89.75,12
GP_1795,41.25,-89.5,12
GP_1796,42.0,-87.75,12
GP_1797,41.75,-87.75,12
GP_1798,42.0,-88.25,12
GP_1799,42.0,-88.0,12
GP_18,45.0,-116.25,10
GP_180,42.25,-110.75,10
GP_1800,42.0,-89.25,12
GP_1801,42.25,-88.0,12
GP_1802,41.75,-88.0,12
GP_1803,41.5,-87.5,12
GP_1804,40.0,-88.25,12
GP_1805,40.25,-88.5,12
GP_1806,40.25,-88.25,12
GP_1807,42.0,-90.0,12
GP_1808,39.0,-87.75,12
GP_1809,41.75,-88.25,12
GP_181,48.25,-114.75,10
GP_1810,39.5,-87.75,12
GP_1811,39.0,-88.75,12
GP_1812,39.0,-88.5,12
GP_1813,38.0,-89.0,12
GP_1814,40.5,-90.0,12
GP_1815,40.5,-90.25,12
GP_1816,41.25,-88.5,12
GP_1817,41.25,-88.25,12
GP_1818,39.25,-88.25,12
GP_1819,41.75,-88.5,12
GP_182,44.25,-107.0,11
GP_1820,41.25,-88.0,12
GP_1821,41.25,-87.5,12
GP_1822,42.0,-88.5,12
GP_1823,42.25,-88.25,12
GP_1824,41.75,-89.25,12
GP_1825,40.25,-89.25,12
GP_1826,40.25,-89.5,12
GP_1827,40.0,-89.5,12
GP_1828,40.0,-89.25,12
GP_1829,42.5,-88.0,12
GP_183,37.5,-112.5,10
GP_1830,41.0,-88.75,12
GP_1831,41.5,-89.0,12
GP_1832,41.25,-88.75,12
GP_1833,40.75,-88.75,12
GP_1834,38.75,-87.75,12
GP_1835,40.5,-89.0,12
GP_1836,39.0,-90.25,12
GP_1837,38.75,-89.75,12
GP_1838,40.0,-89.75,12
GP_1839,39.5,-90.0,12
GP_184,48.75,-120.75,10
GP_1840,38.5,-90.25,12
GP_1841,41.25,-90.75,12
GP_1842,40.75,-89.5,12
GP_1843,40.75,-89.75,12
GP_1844,41.5,-90.75,12
GP_1845,38.5,-90.0,12
GP_1846,39.75,-89.75,12
GP_1847,42.25,-89.75,12
GP_1848,42.5,-89.5,12
GP_1849,39.75,-90.5,12
GP_185,49.0,-116.0,10
GP_1850,40.5,-89.75,12
GP_1851,40.5,-87.75,12
GP_1852,41.75,-90.0,12
GP_1853,41.5,-88.25,12
GP_1854,41.5,-88.0,12
GP_1855,42.5,-89.0,12
GP_1856,40.75,-90.75,12
GP_1857,38.5,-88.25,12
GP_1858,41.0,-85.25,12
GP_1859,41.25,-85.0,12
GP_186,34.25,-110.75,10
GP_1860,41.25,-85.25,12
GP_1861,41.0,-85.0,12
GP_1862,40.0,-86.5,12
GP_1863,40.0,-86.25,12
GP_1864,38.25,-85.75,12
GP_1865,40.25,-86.75,12
GP_1866,40.5,-86.25,12
GP_1867,39.25,-87.0,12
GP_1868,39.25,-85.5,12
GP_1869,39.25,-84.75,12
GP_187,46.5,-115.75,10
GP_1870,38.5,-87.25,12
GP_1871,41.5,-86.0,12
GP_1872,41.5,-85.75,12
GP_1873,41.75,-86.0,12
GP_1874,38.25,-86.0,12
GP_1875,41.25,-86.25,12
GP_1876,41.0,-86.25,12
GP_1877,40.25,-87.25,12
GP_1878,38.5,-87.5,12
GP_1879,40.5,-85.5,12
GP_188,41.0,-110.5,10
GP_1880,40.25,-86.0,12
GP_1881,40.0,-86.0,12
GP_1882,39.75,-86.0,12
GP_1883,38.0,-86.0,12
GP_1884,39.75,-86.5,12
GP_1885,40.5,-86.0,12
GP_1886,39.5,-86.25,12
GP_1887,39.75,-86.25,12
GP_1888,39.0,-85.75,12
GP_1889,41.0,-87.0,12
GP_189,41.0,-110.0,10
GP_1890,41.25,-85.75,12
GP_1891,41.5,-85.25,12
GP_1892,41.5,-87.25,12
GP_1893,42.0,-86.0,12
GP_1894,41.5,-86.5,12
GP_1895,41.75,-86.75,12
GP_1896,41.5,-86.75,12
GP_1897,40.0,-85.75,12
GP_1898,39.5,-86.5,12
GP_1899,39.5,-86.75,12
GP_19,43.75,-114.0,10
GP_190,45.75,-118.0,10
GP_1900,39.25,-86.75,12
GP_1901,41.25,-85.5,12
GP_1902,38.5,-86.5,12
GP_1903,41.5,-87.0,12
GP_1904,38.75,-85.75,12
GP_1905,39.75,-85.75,12
GP_1906,41.75,-86.25,12
GP_1907,41.75,-85.0,12
GP_1908,41.25,-86.75,12
GP_1909,40.5,-87.0,12
GP_191,44.0,-113.5,10
GP_1910,40.5,-86.75,12
GP_1911,39.5,-87.25,12
GP_1912,39.5,-87.5,12
GP_1913,38.0,-87.5,12
GP_1914,40.75,-85.75,12
GP_1915,41.0,-85.75,12
GP_1916,40.75,-86.75,12
GP_1917,38.0,-87.25,12
GP_1918,40.75,-85.25,12
GP_1919,39.75,-84.75,12
GP_192,42.75,-109.0,10
GP_1920,38.5,-86.0,12
GP_1921,37.75,-96.5,12
GP_1922,37.75,-97.25,12
GP_1923,39.75,-101.75,12
GP_1924,39.75,-102.0,12
GP_1925,39.0,-95.25,12
GP_1926,39.0,-95.5,12
GP_1927,38.0,-99.25,12
GP_1928,37.5,-96.5,12
GP_1929,38.0,-100.75,12
GP_193,44.5,-121.75,10
GP_1930,38.5,-101.75,12
GP_1931,37.5,-100.5,12
GP_1932,39.0,-94.75,12
GP_1933,38.5,-100.5,12
GP_1934,37.0,-96.0,12
GP_1935,38.5,-97.0,12
GP_1936,38.25,-97.0,12
GP_1937,40.0,-96.75,12
GP_1938,38.25,-100.0,12
GP_1939,38.5,-99.75,12
GP_194,41.0,-115.0,10
GP_1940,39.25,-97.75,12
GP_1941,39.25,-96.75,12
GP_1942,38.0,-98.0,12
GP_1943,39.25,-99.25,12
GP_1944,39.5,-101.25,12
GP_1945,39.25,-101.0,12
GP_1946,39.75,-96.75,12
GP_1947,36.75,-86.25,12
GP_1948,38.0,-85.0,12
GP_1949,37.5,-83.25,12
GP_195,41.0,-110.25,10
GP_1950,37.0,-85.75,12
GP_1951,37.75,-84.0,12
GP_1952,38.25,-83.5,12
GP_1953,37.75,-84.75,12
GP_1954,37.0,-83.25,12
GP_1955,38.25,-85.25,12
GP_1956,38.25,-85.5,12
GP_1957,38.0,-85.75,12
GP_1958,37.5,-85.75,12
GP_1959,37.25,-84.0,12
GP_196,43.75,-122.5,10
GP_1960,37.0,-88.75,12
GP_1961,36.75,-85.75,12
GP_1962,37.25,-87.25,12
GP_1963,37.75,-83.75,12
GP_1964,37.25,-84.25,12
GP_1965,37.0,-86.25,12
GP_1966,41.75,-70.5,12
GP_1967,42.5,-73.25,12
GP_1968,42.75,-73.25,11
GP_1969,42.0,-71.25,12
GP_197,47.0,-115.0,10
GP_1970,42.75,-71.0,12
GP_1971,42.5,-71.0,12
GP_1972,45.0,-71.0,11
GP_1973,42.75,-71.75,12
GP_1974,42.25,-71.25,12
GP_1975,42.5,-71.5,12
GP_1976,42.75,-71.5,12
GP_1977,42.0,-71.5,12
GP_1978,42.25,-71.0,12
GP_1979,42.0,-71.0,12
GP_198,39.25,-106.0,12
GP_1980,41.75,-70.75,12
GP_1981,42.5,-71.75,12
GP_1982,42.25,-71.75,12
GP_1983,39.0,-76.75,12
GP_1984,39.25,-76.75,12
GP_1985,38.75,-76.5,12
GP_1986,39.75,-76.5,12
GP_1987,39.5,-76.5,12
GP_1988,38.5,-77.0,12
GP_1989,38.5,-76.75,12
GP_199,36.75,-106.25,12
GP_1990,38.75,-76.0,12
GP_1991,39.5,-77.0,12
GP_1992,39.75,-77.0,12
GP_1993,39.5,-79.25,12
GP_1994,39.5,-79.5,12
GP_1995,39.25,-77.0,12
GP_1996,39.25,-77.25,12
GP_1997,39.0,-77.25,12
GP_1998,39.5,-77.75,12
GP_1999,38.25,-75.25,12
GP_2,45.25,-117.25,10
GP_20,41.75,-115.5,10
GP_200,41.25,-111.5,10
GP_2000,44.25,-70.25,11
GP_2001,44.5,-71.0,11
GP_2002,43.75,-70.5,12
GP_2003,44.5,-69.5,12
GP_2004,44.75,-70.0,12
GP_2005,44.0,-70.25,12
GP_2006,44.0,-70.75,11
GP_2007,45.0,-70.75,11
GP_2008,44.5,-70.0,12
GP_2009,44.75,-70.25,12
GP_201,42.25,-113.5,10
GP_2010,44.5,-68.25,12
GP_2011,44.5,-68.5,12
GP_2012,44.25,-70.0,12
GP_2013,44.25,-69.25,12
GP_2014,44.0,-69.5,12
GP_2015,44.0,-69.75,12
GP_2016,44.5,-70.25,11
GP_2017,44.25,-70.75,12
GP_2018,44.25,-70.5,12
GP_2019,45.0,-69.0,12
GP_202,47.5,-115.75,10
GP_2020,45.0,-68.75,12
GP_2021,46.0,-68.5,11
GP_2022,44.75,-69.25,12
GP_2023,45.0,-69.25,11
GP_2024,44.75,-69.75,12
GP_2025,45.0,-70.0,12
GP_2026,45.25,-70.0,11
GP_2027,45.5,-67.0,11
GP_2028,43.25,-70.75,12
GP_2029,43.0,-70.75,12
GP_203,43.75,-114.25,10
GP_2030,44.0,-72.0,12
GP_2031,43.5,-71.0,12
GP_2032,44.5,-83.5,11
GP_2033,46.25,-87.0,11
GP_2034,42.75,-85.75,12
GP_2035,45.0,-85.25,11
GP_2036,44.75,-85.0,11
GP_2037,42.75,-85.5,12
GP_2038,43.75,-84.0,11
GP_2039,43.5,-84.0,11
GP_204,38.0,-107.75,12
GP_2040,44.5,-86.0,11
GP_2041,44.75,-86.0,11
GP_2042,45.5,-84.5,11
GP_2043,44.75,-84.75,11
GP_2044,46.5,-85.0,11
GP_2045,42.75,-84.5,12
GP_2046,43.0,-84.5,12
GP_2047,46.25,-85.25,11
GP_2048,45.25,-85.0,11
GP_2049,45.5,-85.0,11
GP_205,39.5,-120.25,10
GP_2050,43.0,-83.5,12
GP_2051,43.5,-84.5,11
GP_2052,44.75,-85.75,11
GP_2053,44.5,-85.5,11
GP_2054,42.0,-84.75,12
GP_2055,43.5,-83.0,11
GP_2056,43.75,-83.25,11
GP_2057,43.25,-83.25,12
GP_2058,42.5,-84.5,12
GP_2059,43.75,-84.75,11
GP_206,40.0,-110.75,10
GP_2060,42.25,-84.5,12
GP_2061,43.0,-85.75,12
GP_2062,43.0,-85.5,12
GP_2063,43.0,-85.25,12
GP_2064,42.25,-85.75,12
GP_2065,42.25,-85.5,12
GP_2066,43.0,-83.25,12
GP_2067,42.5,-84.0,12
GP_2068,42.5,-83.75,12
GP_2069,42.75,-83.0,12
GP_207,43.75,-122.0,10
GP_2070,42.5,-83.0,12
GP_2071,43.75,-84.25,11
GP_2072,43.75,-85.5,11
GP_2073,43.5,-85.25,11
GP_2074,43.25,-86.25,12
GP_2075,43.25,-86.0,12
GP_2076,46.5,-87.75,11
GP_2077,46.75,-87.75,11
GP_2078,42.0,-83.25,12
GP_2079,42.0,-83.5,12
GP_208,44.5,-111.5,10
GP_2080,41.75,-83.75,12
GP_2081,45.0,-84.25,11
GP_2082,45.0,-84.0,11
GP_2083,43.5,-85.5,11
GP_2084,43.5,-86.0,11
GP_2085,43.75,-86.0,11
GP_2086,44.25,-84.0,11
GP_2087,42.5,-83.25,12
GP_2088,42.5,-83.5,12
GP_2089,42.75,-83.5,12
GP_209,39.25,-106.5,12
GP_2090,45.0,-84.75,11
GP_2091,42.75,-86.0,12
GP_2092,44.25,-84.75,11
GP_2093,44.25,-84.5,11
GP_2094,43.0,-82.5,12
GP_2095,43.25,-84.25,12
GP_2096,43.0,-82.75,12
GP_2097,42.25,-83.75,12
GP_2098,42.25,-83.25,12
GP_2099,42.25,-83.5,12
GP_21,40.25,-105.75,12
GP_210,41.5,-116.0,10
GP_2100,45.5,-93.25,11
GP_2101,46.75,-96.25,11
GP_2102,47.5,-94.75,11
GP_2103,44.25,-94.0,11
GP_2104,46.75,-92.25,11
GP_2105,46.5,-92.75,11
GP_2106,45.0,-95.5,11
GP_2107,47.0,-94.25,11
GP_2108,44.75,-93.5,11
GP_2109,46.5,-94.25,11
GP_211,44.0,-115.5,10
GP_2110,46.75,-94.25,11
GP_2111,44.0,-93.0,11
GP_2112,44.75,-93.25,11
GP_2113,44.75,-93.0,11
GP_2114,45.0,-93.0,11
GP_2115,46.0,-95.5,11
GP_2116,44.25,-92.75,11
GP_2117,45.0,-93.25,11
GP_2118,45.25,-93.5,11
GP_2119,45.0,-93.75,11
GP_212,40.5,-106.0,12
GP_2120,47.5,-93.0,11
GP_2121,47.5,-93.25,11
GP_2122,45.25,-95.0,11
GP_2123,45.0,-95.0,11
GP_2124,47.0,-91.75,11
GP_2125,47.0,-91.5,11
GP_2126,47.5,-91.0,11
GP_2127,44.5,-93.5,11
GP_2128,44.25,-93.75,11
GP_2129,44.5,-94.0,11
GP_213,44.5,-122.25,10
GP_2130,45.0,-94.75,11
GP_2131,45.5,-93.5,11
